group_code,action,winner_course_id,winner_course_name,affected_course_id,affected_course_name,details
"T654","MERGE","13734","SPPIVT T654 FAA Supervisor Drug & Alcohol Training (OL IL)","999007","SPPIVT T654 FAA Transferring Employees into and out of Safety Sensitive Positions (OL)","Merged into winner. Original: 0 positions, 0 trainings"
"T654","DELETE_COURSE","13734","SPPIVT T654 FAA Supervisor Drug & Alcohol Training (OL IL)","999007","SPPIVT T654 FAA Transferring Employees into and out of Safety Sensitive Positions (OL)","Course deleted after merge"
"T661","TRANSFER_POSITION","999036","SPPIVT T661 Control of Age Solutions, Materials, and Age Sensitive Materials (IL)","13472","SPPIVT T661 Control of Age Solutions, Materials, and Age Sensitive Materials (OL)","Transferred 2 positions (14 conflicts skipped)"
"T661","TRANSFER_TRAINING","999036","SPPIVT T661 Control of Age Solutions, Materials, and Age Sensitive Materials (IL)","13472","SPPIVT T661 Control of Age Solutions, Materials, and Age Sensitive Materials (OL)","Transferred 512 trainings (2 conflicts deleted - employee already had winner course)"
"T661","MERGE","999036","SPPIVT T661 Control of Age Solutions, Materials, and Age Sensitive Materials (IL)","13472","SPPIVT T661 Control of Age Solutions, Materials, and Age Sensitive Materials (OL)","Merged into winner. Original: 16 positions, 514 trainings"
"T661","DELETE_COURSE","999036","SPPIVT T661 Control of Age Solutions, Materials, and Age Sensitive Materials (IL)","13472","SPPIVT T661 Control of Age Solutions, Materials, and Age Sensitive Materials (OL)","Course deleted after merge"
"T671","TRANSFER_POSITION","99965","SPPIVT T671 Space Cutter Operation (OJT)","13846","SPPIVT T671 Spacer Cutter Operation (OJT)","Transferred 2 positions (0 conflicts skipped)"
"T671","TRANSFER_TRAINING","99965","SPPIVT T671 Space Cutter Operation (OJT)","13846","SPPIVT T671 Spacer Cutter Operation (OJT)","Transferred 2 trainings (0 conflicts deleted - employee already had winner course)"
"T671","MERGE","99965","SPPIVT T671 Space Cutter Operation (OJT)","13846","SPPIVT T671 Spacer Cutter Operation (OJT)","Merged into winner. Original: 2 positions, 2 trainings"
"T671","DELETE_COURSE","99965","SPPIVT T671 Space Cutter Operation (OJT)","13846","SPPIVT T671 Spacer Cutter Operation (OJT)","Course deleted after merge"
"T671","MERGE","99965","SPPIVT T671 Space Cutter Operation (OJT)","99964","SPPIVT T671 Space Cutter Operation (Parent)","Merged into winner. Original: 0 positions, 0 trainings"
"T671","DELETE_COURSE","99965","SPPIVT T671 Space Cutter Operation (OJT)","99964","SPPIVT T671 Space Cutter Operation (Parent)","Course deleted after merge"
"T671","TRANSFER_TRAINING","99965","SPPIVT T671 Space Cutter Operation (OJT)","13853","SPPIVT T671 Spacer Cutter Operation (Parent)","Transferred 0 trainings (2 conflicts deleted - employee already had winner course)"
"T671","MERGE","99965","SPPIVT T671 Space Cutter Operation (OJT)","13853","SPPIVT T671 Spacer Cutter Operation (Parent)","Merged into winner. Original: 2 positions, 2 trainings"
"T671","DELETE_COURSE","99965","SPPIVT T671 Space Cutter Operation (OJT)","13853","SPPIVT T671 Spacer Cutter Operation (Parent)","Course deleted after merge"
"T672","TRANSFER_TRAINING","13848","SPPIVT T672 Acceptability of Electronics Assemblies (IL)","13855","SPPIVT T672 Acceptability of Electronics Assemblies (Parent)","Transferred 0 trainings (74 conflicts deleted - employee already had winner course)"
"T672","MERGE","13848","SPPIVT T672 Acceptability of Electronics Assemblies (IL)","13855","SPPIVT T672 Acceptability of Electronics Assemblies (Parent)","Merged into winner. Original: 1 positions, 74 trainings"
"T672","DELETE_COURSE","13848","SPPIVT T672 Acceptability of Electronics Assemblies (IL)","13855","SPPIVT T672 Acceptability of Electronics Assemblies (Parent)","Course deleted after merge"
"T676","MERGE","13851","SPPIVT T676 Introduction to Circuit Card Assembly for Test Technicians","99961","SPPIVT T676 Intro to Circuit Card Assembly for Test Technicians (Parent)","Merged into winner. Original: 0 positions, 0 trainings"
"T676","DELETE_COURSE","13851","SPPIVT T676 Introduction to Circuit Card Assembly for Test Technicians","99961","SPPIVT T676 Intro to Circuit Card Assembly for Test Technicians (Parent)","Course deleted after merge"
"T676","MERGE","13851","SPPIVT T676 Introduction to Circuit Card Assembly for Test Technicians","99960","SPPIVT T676 Introduction to Circuit Card Assembly for Test Technicians (IL)","Merged into winner. Original: 0 positions, 0 trainings"
"T676","DELETE_COURSE","13851","SPPIVT T676 Introduction to Circuit Card Assembly for Test Technicians","99960","SPPIVT T676 Introduction to Circuit Card Assembly for Test Technicians (IL)","Course deleted after merge"
"T679","MERGE","999037","SPPIVT T679 Air-Vac PCBRM15 Through-hole Rework System (IL)","99959","SPPIVT T679 Air-Vac PCBRM15 Through-hole Rework System (OJT)","Merged into winner. Original: 1 positions, 0 trainings"
"T679","DELETE_COURSE","999037","SPPIVT T679 Air-Vac PCBRM15 Through-hole Rework System (IL)","99959","SPPIVT T679 Air-Vac PCBRM15 Through-hole Rework System (OJT)","Course deleted after merge"
"T679","TRANSFER_POSITION","999037","SPPIVT T679 Air-Vac PCBRM15 Through-hole Rework System (IL)","14071","SPPIVT T679 Air-Vac PCBRM15 Through-hole Rework System (IL OJT)","Transferred 5 positions (0 conflicts skipped)"
"T679","TRANSFER_TRAINING","999037","SPPIVT T679 Air-Vac PCBRM15 Through-hole Rework System (IL)","14071","SPPIVT T679 Air-Vac PCBRM15 Through-hole Rework System (IL OJT)","Transferred 5 trainings (0 conflicts deleted - employee already had winner course)"
"T679","MERGE","999037","SPPIVT T679 Air-Vac PCBRM15 Through-hole Rework System (IL)","14071","SPPIVT T679 Air-Vac PCBRM15 Through-hole Rework System (IL OJT)","Merged into winner. Original: 5 positions, 5 trainings"
"T679","DELETE_COURSE","999037","SPPIVT T679 Air-Vac PCBRM15 Through-hole Rework System (IL)","14071","SPPIVT T679 Air-Vac PCBRM15 Through-hole Rework System (IL OJT)","Course deleted after merge"
"T692A","TRANSFER_TRAINING","13938","SPPIVT T692A Application of Type AR and UR Conformal Coating","14049","SPPIVT T692A Application of Type AR & UR Conformal Coating (OJT)","Transferred 0 trainings (2 conflicts deleted - employee already had winner course)"
"T692A","MERGE","13938","SPPIVT T692A Application of Type AR and UR Conformal Coating","14049","SPPIVT T692A Application of Type AR & UR Conformal Coating (OJT)","Merged into winner. Original: 2 positions, 2 trainings"
"T692A","DELETE_COURSE","13938","SPPIVT T692A Application of Type AR and UR Conformal Coating","14049","SPPIVT T692A Application of Type AR & UR Conformal Coating (OJT)","Course deleted after merge"
"T692A","MERGE","13938","SPPIVT T692A Application of Type AR and UR Conformal Coating","99950","SPPIVT T692A Application of Type AR and UR Conformal Coating (IL)","Merged into winner. Original: 0 positions, 0 trainings"
"T692A","DELETE_COURSE","13938","SPPIVT T692A Application of Type AR and UR Conformal Coating","99950","SPPIVT T692A Application of Type AR and UR Conformal Coating (IL)","Course deleted after merge"
"T692A","TRANSFER_TRAINING","13938","SPPIVT T692A Application of Type AR and UR Conformal Coating","14048","SPPIVT T692A Application of Type AR and UR Conformal Coating (PARENT)","Transferred 0 trainings (2 conflicts deleted - employee already had winner course)"
"T692A","MERGE","13938","SPPIVT T692A Application of Type AR and UR Conformal Coating","14048","SPPIVT T692A Application of Type AR and UR Conformal Coating (PARENT)","Merged into winner. Original: 2 positions, 2 trainings"
"T692A","DELETE_COURSE","13938","SPPIVT T692A Application of Type AR and UR Conformal Coating","14048","SPPIVT T692A Application of Type AR and UR Conformal Coating (PARENT)","Course deleted after merge"
"T692B","TRANSFER_POSITION","13939","SPPIVT T692B Application of Type AR and UR Conformal Coating","99954","SPPIVT T692B Application of Type AR and UR Conformal Coating (IL)","Transferred 4 positions (0 conflicts skipped)"
"T692B","MERGE","13939","SPPIVT T692B Application of Type AR and UR Conformal Coating","99954","SPPIVT T692B Application of Type AR and UR Conformal Coating (IL)","Merged into winner. Original: 4 positions, 0 trainings"
"T692B","DELETE_COURSE","13939","SPPIVT T692B Application of Type AR and UR Conformal Coating","99954","SPPIVT T692B Application of Type AR and UR Conformal Coating (IL)","Course deleted after merge"
"T692C","TRANSFER_POSITION","14123","SPPIVT T692C Application of Type AR and UR Conformal Coating","99957","SPPIVT T692C Application of Type AR and UR Conformal Coating (IL)","Transferred 3 positions (0 conflicts skipped)"
"T692C","TRANSFER_TRAINING","14123","SPPIVT T692C Application of Type AR and UR Conformal Coating","99957","SPPIVT T692C Application of Type AR and UR Conformal Coating (IL)","Transferred 1 trainings (0 conflicts deleted - employee already had winner course)"
"T692C","MERGE","14123","SPPIVT T692C Application of Type AR and UR Conformal Coating","99957","SPPIVT T692C Application of Type AR and UR Conformal Coating (IL)","Merged into winner. Original: 3 positions, 1 trainings"
"T692C","DELETE_COURSE","14123","SPPIVT T692C Application of Type AR and UR Conformal Coating","99957","SPPIVT T692C Application of Type AR and UR Conformal Coating (IL)","Course deleted after merge"
"T697","TRANSFER_POSITION","999038","SPPIVT T697 COTS Test Equipment Training for Test Operators (IL)","14325","SPPIVT T697 COTS Test Equipment Training for Test Operators (OL)","Transferred 1 positions (10 conflicts skipped)"
"T697","TRANSFER_TRAINING","999038","SPPIVT T697 COTS Test Equipment Training for Test Operators (IL)","14325","SPPIVT T697 COTS Test Equipment Training for Test Operators (OL)","Transferred 111 trainings (0 conflicts deleted - employee already had winner course)"
"T697","MERGE","999038","SPPIVT T697 COTS Test Equipment Training for Test Operators (IL)","14325","SPPIVT T697 COTS Test Equipment Training for Test Operators (OL)","Merged into winner. Original: 11 positions, 111 trainings"
"T697","DELETE_COURSE","999038","SPPIVT T697 COTS Test Equipment Training for Test Operators (IL)","14325","SPPIVT T697 COTS Test Equipment Training for Test Operators (OL)","Course deleted after merge"
"T701","MERGE","13700","SPPIVT T701 Power Industrial Vehicles (PIV) Training (IL)","99947","SPPIVT T701 Powered Industrial Vehicles (PIV) (IL) (PARENT)","Merged into winner. Original: 0 positions, 0 trainings"
"T701","DELETE_COURSE","13700","SPPIVT T701 Power Industrial Vehicles (PIV) Training (IL)","99947","SPPIVT T701 Powered Industrial Vehicles (PIV) (IL) (PARENT)","Course deleted after merge"
"T709","MERGE","99943","SPPIVT T709 Hearing Conservation (OL)","99942","SPPIVT T709 Hearing Conservation - Audiogram (IL)","Merged into winner. Original: 0 positions, 0 trainings"
"T709","DELETE_COURSE","99943","SPPIVT T709 Hearing Conservation (OL)","99942","SPPIVT T709 Hearing Conservation - Audiogram (IL)","Course deleted after merge"
"T709","MERGE","99943","SPPIVT T709 Hearing Conservation (OL)","99944","SPPIVT T709 Hearing Conservation Program - Parent","Merged into winner. Original: 0 positions, 0 trainings"
"T709","DELETE_COURSE","99943","SPPIVT T709 Hearing Conservation (OL)","99944","SPPIVT T709 Hearing Conservation Program - Parent","Course deleted after merge"
"T717","TRANSFER_TRAINING","14350","SPPIVT T717 Machines and Machine Guarding  (OL)","13512","SPPIVT T717 Machines and Machine Guarding - PARENT","Transferred 18 trainings (614 conflicts deleted - employee already had winner course)"
"T717","MERGE","14350","SPPIVT T717 Machines and Machine Guarding  (OL)","13512","SPPIVT T717 Machines and Machine Guarding - PARENT","Merged into winner. Original: 4 positions, 632 trainings"
"T717","DELETE_COURSE","14350","SPPIVT T717 Machines and Machine Guarding  (OL)","13512","SPPIVT T717 Machines and Machine Guarding - PARENT","Course deleted after merge"
"T717","TRANSFER_POSITION","14350","SPPIVT T717 Machines and Machine Guarding  (OL)","14351","SPPIVT T717 Machines and Machine Guarding - Recertification","Transferred 538 positions (6 conflicts skipped)"
"T717","TRANSFER_TRAINING","14350","SPPIVT T717 Machines and Machine Guarding  (OL)","14351","SPPIVT T717 Machines and Machine Guarding - Recertification","Transferred 0 trainings (544 conflicts deleted - employee already had winner course)"
"T717","MERGE","14350","SPPIVT T717 Machines and Machine Guarding  (OL)","14351","SPPIVT T717 Machines and Machine Guarding - Recertification","Merged into winner. Original: 544 positions, 544 trainings"
"T717","DELETE_COURSE","14350","SPPIVT T717 Machines and Machine Guarding  (OL)","14351","SPPIVT T717 Machines and Machine Guarding - Recertification","Course deleted after merge"
"T717","TRANSFER_POSITION","14350","SPPIVT T717 Machines and Machine Guarding  (OL)","99939","SPPIVT T717 Concepts and Techniques of Machine Safeguarding (OL)","Transferred 9 positions (0 conflicts skipped)"
"T717","TRANSFER_TRAINING","14350","SPPIVT T717 Machines and Machine Guarding  (OL)","99939","SPPIVT T717 Concepts and Techniques of Machine Safeguarding (OL)","Transferred 5 trainings (1 conflicts deleted - employee already had winner course)"
"T717","MERGE","14350","SPPIVT T717 Machines and Machine Guarding  (OL)","99939","SPPIVT T717 Concepts and Techniques of Machine Safeguarding (OL)","Merged into winner. Original: 9 positions, 6 trainings"
"T717","DELETE_COURSE","14350","SPPIVT T717 Machines and Machine Guarding  (OL)","99939","SPPIVT T717 Concepts and Techniques of Machine Safeguarding (OL)","Course deleted after merge"
"T719","TRANSFER_POSITION","99938","SPPIVT T719 Electrical Safety for Production (OL)","13620","SPPIVT T719 Electrical Safety for Production - PARENT","Transferred 4 positions (0 conflicts skipped)"
"T719","TRANSFER_TRAINING","99938","SPPIVT T719 Electrical Safety for Production (OL)","13620","SPPIVT T719 Electrical Safety for Production - PARENT","Transferred 26 trainings (593 conflicts deleted - employee already had winner course)"
"T719","MERGE","99938","SPPIVT T719 Electrical Safety for Production (OL)","13620","SPPIVT T719 Electrical Safety for Production - PARENT","Merged into winner. Original: 4 positions, 619 trainings"
"T719","DELETE_COURSE","99938","SPPIVT T719 Electrical Safety for Production (OL)","13620","SPPIVT T719 Electrical Safety for Production - PARENT","Course deleted after merge"
"T719","TRANSFER_POSITION","99938","SPPIVT T719 Electrical Safety for Production (OL)","14353","SPPIVT T719 Electrical Safety for Production - Recertification","Transferred 524 positions (4 conflicts skipped)"
"T719","TRANSFER_TRAINING","99938","SPPIVT T719 Electrical Safety for Production (OL)","14353","SPPIVT T719 Electrical Safety for Production - Recertification","Transferred 0 trainings (528 conflicts deleted - employee already had winner course)"
"T719","MERGE","99938","SPPIVT T719 Electrical Safety for Production (OL)","14353","SPPIVT T719 Electrical Safety for Production - Recertification","Merged into winner. Original: 528 positions, 528 trainings"
"T719","DELETE_COURSE","99938","SPPIVT T719 Electrical Safety for Production (OL)","14353","SPPIVT T719 Electrical Safety for Production - Recertification","Course deleted after merge"
"T733","TRANSFER_TRAINING","13725","SPPIVT T733 2686261 UTAS Defensive Driving: Motor Vehicle Safety (OL)","13722","SPPIVT T733 Motor Vehicle Safety Training For High Risk Drivers - Parent","Transferred 0 trainings (100 conflicts deleted - employee already had winner course)"
"T733","MERGE","13725","SPPIVT T733 2686261 UTAS Defensive Driving: Motor Vehicle Safety (OL)","13722","SPPIVT T733 Motor Vehicle Safety Training For High Risk Drivers - Parent","Merged into winner. Original: 0 positions, 100 trainings"
"T733","DELETE_COURSE","13725","SPPIVT T733 2686261 UTAS Defensive Driving: Motor Vehicle Safety (OL)","13722","SPPIVT T733 Motor Vehicle Safety Training For High Risk Drivers - Parent","Course deleted after merge"
"T733","TRANSFER_TRAINING","13725","SPPIVT T733 2686261 UTAS Defensive Driving: Motor Vehicle Safety (OL)","13724","SPPIVT T733 Motor Vehicle Safety Training For High Risk Drivers- Drivers License Verification (IL)","Transferred 5 trainings (101 conflicts deleted - employee already had winner course)"
"T733","MERGE","13725","SPPIVT T733 2686261 UTAS Defensive Driving: Motor Vehicle Safety (OL)","13724","SPPIVT T733 Motor Vehicle Safety Training For High Risk Drivers- Drivers License Verification (IL)","Merged into winner. Original: 0 positions, 106 trainings"
"T733","DELETE_COURSE","13725","SPPIVT T733 2686261 UTAS Defensive Driving: Motor Vehicle Safety (OL)","13724","SPPIVT T733 Motor Vehicle Safety Training For High Risk Drivers- Drivers License Verification (IL)","Course deleted after merge"
"T749","MERGE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99926","SPPIVT T749 Waste Water Treatment System Compliance- Module 1 (OL)","Merged into winner. Original: 0 positions, 0 trainings"
"T749","DELETE_COURSE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99926","SPPIVT T749 Waste Water Treatment System Compliance- Module 1 (OL)","Course deleted after merge"
"T749","MERGE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99925","SPPIVT T749 Waste Water Treatment System Compliance- Module 2 (OL)","Merged into winner. Original: 0 positions, 0 trainings"
"T749","DELETE_COURSE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99925","SPPIVT T749 Waste Water Treatment System Compliance- Module 2 (OL)","Course deleted after merge"
"T749","MERGE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99920","SPPIVT T749 Waste Water Treatment System Compliance- Wastewater Management Program","Merged into winner. Original: 0 positions, 0 trainings"
"T749","DELETE_COURSE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99920","SPPIVT T749 Waste Water Treatment System Compliance- Wastewater Management Program","Course deleted after merge"
"T749","MERGE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99924","SPPIVT T749 Waste Water Treatment System Compliance- Review of Compliance Findings (OL)","Merged into winner. Original: 0 positions, 0 trainings"
"T749","DELETE_COURSE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99924","SPPIVT T749 Waste Water Treatment System Compliance- Review of Compliance Findings (OL)","Course deleted after merge"
"T749","MERGE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99922","SPPIVT T749 Waste Water Treatment System Compliance- Waste Water System Modification (OL)","Merged into winner. Original: 0 positions, 0 trainings"
"T749","DELETE_COURSE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99922","SPPIVT T749 Waste Water Treatment System Compliance- Waste Water System Modification (OL)","Course deleted after merge"
"T749","MERGE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99928","SPPIVT T749 Waste Water Treatment System Compliance- Discharge Elimination Technologies (OL)","Merged into winner. Original: 0 positions, 0 trainings"
"T749","DELETE_COURSE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99928","SPPIVT T749 Waste Water Treatment System Compliance- Discharge Elimination Technologies (OL)","Course deleted after merge"
"T749","MERGE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99927","SPPIVT T749 Waste Water Treatment System Compliance- EH&S Instruction NO. 001 Appendix 4 (OL)","Merged into winner. Original: 0 positions, 0 trainings"
"T749","DELETE_COURSE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99927","SPPIVT T749 Waste Water Treatment System Compliance- EH&S Instruction NO. 001 Appendix 4 (OL)","Course deleted after merge"
"T749","MERGE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99923","SPPIVT T749 Waste Water Treatment System Compliance- VT Pollution Abatement Operator Cert (IL)","Merged into winner. Original: 0 positions, 0 trainings"
"T749","DELETE_COURSE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99923","SPPIVT T749 Waste Water Treatment System Compliance- VT Pollution Abatement Operator Cert (IL)","Course deleted after merge"
"T749","MERGE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99921","SPPIVT T749 Waste Water Treatment System Compliance- Wastewater Compliance and Permitting (OL)","Merged into winner. Original: 0 positions, 0 trainings"
"T749","DELETE_COURSE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99921","SPPIVT T749 Waste Water Treatment System Compliance- Wastewater Compliance and Permitting (OL)","Course deleted after merge"
"T749","MERGE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99929","SPPIVT T749 Waste Water Treatment System Compliance- Advanced Waste Water Treatment Technology (OL)","Merged into winner. Original: 0 positions, 0 trainings"
"T749","DELETE_COURSE","99930","SPPIVT T749 Waste Water Treatment System Compliance - Parent","99929","SPPIVT T749 Waste Water Treatment System Compliance- Advanced Waste Water Treatment Technology (OL)","Course deleted after merge"
"T762","MERGE","99915","SPPIVT T762 Heat Seal Connector Process","999049","SPPIVT T762 Heat Seal Connector Process (PARENT)","Merged into winner. Original: 0 positions, 0 trainings"
"T762","DELETE_COURSE","99915","SPPIVT T762 Heat Seal Connector Process","999049","SPPIVT T762 Heat Seal Connector Process (PARENT)","Course deleted after merge"
"T829","TRANSFER_TRAINING","999041","SPPIVT T829 Change Order Implementation (IL)","15006","SPPIVT T829 Change Order Implementation (OL)","Transferred 30 trainings (0 conflicts deleted - employee already had winner course)"
"T829","MERGE","999041","SPPIVT T829 Change Order Implementation (IL)","15006","SPPIVT T829 Change Order Implementation (OL)","Merged into winner. Original: 3 positions, 30 trainings"
"T829","DELETE_COURSE","999041","SPPIVT T829 Change Order Implementation (IL)","15006","SPPIVT T829 Change Order Implementation (OL)","Course deleted after merge"
"T840","MERGE","999043","SPPIVT T840 Lapping Machine Training(OJT)","99901","SPPIVT T840 Lapping Machine Training(Parent)","Merged into winner. Original: 0 positions, 0 trainings"
"T840","DELETE_COURSE","999043","SPPIVT T840 Lapping Machine Training(OJT)","99901","SPPIVT T840 Lapping Machine Training(Parent)","Course deleted after merge"